source_dataset,scenario_id,simulation_id,timestamp,node_id,original_attack_name,attack_type,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,is_malicious,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service
VeReMi,LuST_urban_low,veremi_type2,10896.428,ve_veremi_type2_187,Normal,normal,3584.37,5822.369,41.49,90.06,0.018,159,24,0.8491,13.7,5,-54.5,0.746,0.7681,0.7463,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.428,ve_veremi_type2_187,Normal,normal,3584.37,5822.369,41.49,90.06,0.0,160,25,0.8438,13.7,5,-51.49,0.7463,0.7681,0.746,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.428,ve_veremi_type2_187,Normal,normal,3584.33,5863.818,41.472,90.06,-0.018,170,26,0.8471,15.2,7,-43.34,0.7462,0.7696,0.7463,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.428,ve_veremi_type2_187,Normal,normal,3584.33,5863.818,41.472,90.06,0.0,171,27,0.8421,15.2,7,-55.09,0.7465,0.7696,0.7462,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.428,ve_veremi_type2_187,Normal,normal,3585.216,5905.23,41.448,87.56,-0.024,181,28,0.8453,12.6,5,-51.28,0.7465,0.7721,0.7465,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.428,ve_veremi_type2_187,Normal,normal,3587.493,5946.576,41.474,85.75,0.025,191,29,0.8482,5.4,6,-54.16,0.7462,0.7753,0.7465,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10882.673,ve_veremi_type2_205,Normal,normal,3637.112,5214.102,39.029,98.87,0.0,1,1,0.0,1.2,2,-30.0,0.9932,0.7884,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.673,ve_veremi_type2_205,Normal,normal,3631.088,5252.718,39.017,98.87,-0.013,11,2,0.8182,8.5,6,-34.86,0.9149,0.7846,0.9932,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.673,ve_veremi_type2_205,Normal,normal,3631.088,5252.718,39.017,98.87,0.0,12,3,0.75,8.5,6,-46.52,0.8729,0.7846,0.9149,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10884.673,ve_veremi_type2_205,Normal,normal,3625.062,5291.349,39.131,98.87,0.114,22,4,0.8182,8.9,5,-30.0,0.8307,0.7812,0.8729,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10884.673,ve_veremi_type2_205,Normal,normal,3625.062,5291.349,39.131,98.87,0.0,23,5,0.7826,8.9,5,-45.64,0.811,0.7812,0.8307,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.673,ve_veremi_type2_205,Normal,normal,3619.554,5330.034,39.031,96.58,-0.1,33,6,0.8182,4.3,5,-43.21,0.7941,0.7786,0.811,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.673,ve_veremi_type2_205,Normal,normal,3619.554,5330.034,39.031,96.58,0.0,34,7,0.7941,4.3,5,-51.61,0.7844,0.7786,0.7941,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.673,ve_veremi_type2_205,Normal,normal,3615.075,5368.857,39.05,96.58,0.019,44,8,0.8182,10.3,7,-50.1,0.7754,0.7767,0.7844,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.673,ve_veremi_type2_205,Normal,normal,3615.075,5368.857,39.05,96.58,0.0,45,9,0.8,10.3,7,-47.59,0.7708,0.7767,0.7754,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10887.673,ve_veremi_type2_205,Normal,normal,3610.596,5407.673,39.144,96.58,0.094,55,10,0.8182,3.4,6,-36.9,0.7659,0.7754,0.7708,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10887.673,ve_veremi_type2_205,Normal,normal,3610.596,5407.673,39.144,96.58,0.0,56,11,0.8036,3.4,6,-48.02,0.7638,0.7754,0.7659,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.673,ve_veremi_type2_205,Normal,normal,3606.117,5446.489,39.095,96.58,-0.049,66,12,0.8182,13.8,7,-38.05,0.761,0.7737,0.7638,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.673,ve_veremi_type2_205,Normal,normal,3606.117,5446.489,39.095,96.58,0.0,67,13,0.806,13.8,7,-50.73,0.7602,0.7737,0.761,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.673,ve_veremi_type2_205,Normal,normal,3601.811,5485.325,39.133,94.68,0.038,77,14,0.8182,12.3,7,-38.59,0.7585,0.7696,0.7602,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.673,ve_veremi_type2_205,Normal,normal,3601.811,5485.325,39.133,94.68,0.0,78,15,0.8077,12.3,7,-42.73,0.7583,0.7696,0.7585,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.673,ve_veremi_type2_205,Normal,normal,3598.619,5524.29,39.088,94.68,-0.045,88,16,0.8182,8.4,6,-41.3,0.7571,0.7609,0.7583,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.673,ve_veremi_type2_205,Normal,normal,3598.619,5524.29,39.088,94.68,0.0,89,17,0.809,8.4,6,-45.44,0.7572,0.7609,0.7571,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.673,ve_veremi_type2_205,Normal,normal,3595.428,5563.244,39.121,94.68,0.034,99,18,0.8182,6.9,6,-47.46,0.7564,0.7569,0.7572,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.673,ve_veremi_type2_205,Normal,normal,3595.428,5563.244,39.121,94.68,0.0,100,19,0.81,6.9,6,-51.57,0.7566,0.7569,0.7564,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.673,ve_veremi_type2_205,Normal,normal,3592.237,5602.197,39.044,94.68,-0.078,110,20,0.8182,1.2,5,-48.35,0.756,0.7559,0.7566,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.673,ve_veremi_type2_205,Normal,normal,3592.237,5602.197,39.044,94.68,0.0,111,21,0.8108,1.2,5,-47.71,0.7562,0.7559,0.756,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.673,ve_veremi_type2_205,Normal,normal,3589.046,5641.146,39.034,94.68,-0.009,121,22,0.8182,15.4,5,-42.77,0.7557,0.7558,0.7562,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.673,ve_veremi_type2_205,Normal,normal,3589.046,5641.146,39.034,94.68,0.0,122,23,0.8115,15.4,5,-46.73,0.756,0.7558,0.7557,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10894.673,ve_veremi_type2_205,Normal,normal,3587.351,5680.228,39.118,92.39,0.084,132,24,0.8182,10.6,5,-48.51,0.7555,0.7563,0.756,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.673,ve_veremi_type2_205,Normal,normal,3585.719,5719.286,39.142,92.39,0.024,142,25,0.8239,13.5,6,-48.05,0.7547,0.7574,0.7555,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.673,ve_veremi_type2_205,Normal,normal,3585.719,5719.286,39.142,92.39,0.0,143,26,0.8182,13.5,6,-55.58,0.7547,0.7574,0.7547,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.673,ve_veremi_type2_205,Normal,normal,3584.432,5758.344,39.142,90.06,-0.001,153,27,0.8235,13.7,7,-43.93,0.7542,0.7618,0.7547,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.673,ve_veremi_type2_205,Normal,normal,3584.394,5797.452,39.11,90.06,-0.032,163,28,0.8282,12.0,7,-43.68,0.7534,0.7667,0.7542,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.673,ve_veremi_type2_205,Normal,normal,3584.356,5836.543,39.035,90.06,-0.074,173,29,0.8324,0.8,6,-56.68,0.7524,0.769,0.7534,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.673,ve_veremi_type2_205,Normal,normal,3584.356,5836.543,39.035,90.06,0.0,174,30,0.8276,0.8,6,-57.03,0.7522,0.769,0.7524,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.673,ve_veremi_type2_205,Normal,normal,3584.318,5875.618,39.078,90.06,0.042,184,31,0.8315,8.1,7,-49.48,0.7517,0.7703,0.7522,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.673,ve_veremi_type2_205,Normal,normal,3584.318,5875.618,39.078,90.06,0.0,185,32,0.827,8.1,7,-56.81,0.7518,0.7703,0.7517,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.515,ve_veremi_type2_211,Normal,normal,3644.872,5185.757,33.589,98.87,0.0,1,1,0.0,1.0,0,-43.02,1.0,0.7921,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.515,ve_veremi_type2_211,Normal,normal,3644.872,5185.757,33.589,98.87,0.0,2,2,0.0,1.0,0,-50.1,1.0,0.7921,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10884.515,ve_veremi_type2_211,Normal,normal,3639.729,5218.726,33.34,98.87,-0.248,12,3,0.75,10.3,4,-49.87,0.9325,0.7878,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.515,ve_veremi_type2_211,Normal,normal,3634.61,5251.545,33.231,98.87,-0.109,22,4,0.8182,1.0,5,-40.82,0.8791,0.7848,0.9325,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.515,ve_veremi_type2_211,Normal,normal,3634.61,5251.545,33.231,98.87,0.0,23,5,0.7826,1.0,5,-55.53,0.8449,0.7848,0.8791,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.515,ve_veremi_type2_211,Normal,normal,3629.517,5284.195,33.012,98.87,-0.219,33,6,0.8182,2.6,5,-45.35,0.8178,0.7819,0.8449,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.515,ve_veremi_type2_211,Normal,normal,3629.517,5284.195,33.012,98.87,0.0,34,7,0.7941,2.6,5,-58.52,0.801,0.7819,0.8178,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10887.515,ve_veremi_type2_211,Normal,normal,3624.448,5316.69,32.917,98.87,-0.096,44,8,0.8182,14.6,6,-48.89,0.7871,0.7794,0.801,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.515,ve_veremi_type2_211,Normal,normal,3620.664,5349.186,32.711,96.58,-0.206,54,9,0.8333,2.2,7,-53.04,0.7759,0.7776,0.7871,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.515,ve_veremi_type2_211,Normal,normal,3620.664,5349.186,32.711,96.58,0.0,55,10,0.8182,2.2,7,-52.93,0.7695,0.7776,0.7759,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.515,ve_veremi_type2_211,Normal,normal,3616.926,5381.575,32.645,96.58,-0.066,65,11,0.8308,2.4,7,-54.28,0.7639,0.7758,0.7695,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.515,ve_veremi_type2_211,Normal,normal,3613.196,5413.902,32.594,96.58,-0.052,75,12,0.84,4.9,5,-41.5,0.7591,0.7751,0.7639,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.515,ve_veremi_type2_211,Normal,normal,3613.196,5413.902,32.594,96.58,0.0,76,13,0.8289,4.9,5,-50.85,0.7568,0.7751,0.7591,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.515,ve_veremi_type2_211,Normal,normal,3609.476,5446.133,32.43,96.58,-0.164,86,14,0.8372,9.5,5,-43.44,0.7544,0.7738,0.7568,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.515,ve_veremi_type2_211,Normal,normal,3609.476,5446.133,32.43,96.58,0.0,87,15,0.8276,9.5,5,-55.48,0.7536,0.7738,0.7544,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.515,ve_veremi_type2_211,Normal,normal,3605.77,5478.241,32.368,96.58,-0.062,97,16,0.8351,7.8,5,-42.91,0.7524,0.7719,0.7536,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.515,ve_veremi_type2_211,Normal,normal,3605.77,5478.241,32.368,96.58,0.0,98,17,0.8265,7.8,5,-54.26,0.7523,0.7719,0.7524,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.515,ve_veremi_type2_211,Normal,normal,3603.063,5510.401,32.379,94.68,0.011,108,18,0.8333,6.8,5,-47.53,0.7516,0.763,0.7523,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.515,ve_veremi_type2_211,Normal,normal,3603.063,5510.401,32.379,94.68,0.0,109,19,0.8257,6.8,5,-53.79,0.7518,0.763,0.7516,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10894.515,ve_veremi_type2_211,Normal,normal,3600.433,5542.508,32.27,94.68,-0.109,119,20,0.8319,5.6,5,-40.68,0.7514,0.7586,0.7518,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.515,ve_veremi_type2_211,Normal,normal,3597.809,5574.537,32.17,94.68,-0.099,129,21,0.8372,2.6,6,-52.12,0.7506,0.7563,0.7514,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.515,ve_veremi_type2_211,Normal,normal,3597.809,5574.537,32.17,94.68,0.0,130,22,0.8308,2.6,6,-46.87,0.7507,0.7563,0.7506,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.515,ve_veremi_type2_211,Normal,normal,3595.187,5606.549,32.138,94.68,-0.033,140,23,0.8357,6.6,5,-54.36,0.7503,0.7558,0.7507,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.515,ve_veremi_type2_211,Normal,normal,3595.187,5606.549,32.138,94.68,0.0,141,24,0.8298,6.6,5,-55.83,0.7505,0.7558,0.7503,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.515,ve_veremi_type2_211,Normal,normal,3592.566,5638.541,32.184,94.68,0.047,151,25,0.8344,4.4,6,-48.97,0.7502,0.7559,0.7505,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.515,ve_veremi_type2_211,Normal,normal,3592.566,5638.541,32.184,94.68,0.0,152,26,0.8289,4.4,6,-55.15,0.7506,0.7559,0.7502,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.515,ve_veremi_type2_211,Normal,normal,3591.057,5670.509,31.962,92.39,-0.222,162,27,0.8333,6.8,6,-51.61,0.7504,0.7565,0.7506,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.515,ve_veremi_type2_211,Normal,normal,3589.723,5702.458,32.043,92.39,0.081,172,28,0.8372,10.1,6,-38.52,0.7499,0.7572,0.7504,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.515,ve_veremi_type2_211,Normal,normal,3589.723,5702.458,32.043,92.39,0.0,173,29,0.8324,10.1,6,-47.3,0.75,0.7572,0.7499,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10873.164,ve_veremi_type2_175,Normal,normal,3603.124,6050.633,32.065,263.43,0.0,1,1,0.0,4.7,2,-40.46,1.0,0.7845,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10874.164,ve_veremi_type2_175,Normal,normal,3599.452,6018.768,32.068,263.43,0.004,11,2,0.8182,2.0,5,-39.11,0.9264,0.7816,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10875.164,ve_veremi_type2_175,Normal,normal,3596.793,5986.832,31.979,266.2,-0.09,21,3,0.8571,5.2,7,-46.58,0.8713,0.7791,0.9264,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10877.164,ve_veremi_type2_175,Normal,normal,3592.751,5922.795,32.084,267.76,0.053,41,4,0.9024,13.5,5,-30.0,0.8219,0.7732,0.8713,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10879.164,ve_veremi_type2_175,Normal,normal,3591.225,5858.67,31.985,269.97,-0.05,61,5,0.918,11.7,8,-30.38,0.786,0.7692,0.8219,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10881.164,ve_veremi_type2_175,Normal,normal,3591.188,5794.515,32.101,269.97,0.058,81,6,0.9259,2.8,8,-30.0,0.7601,0.7666,0.786,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10882.164,ve_veremi_type2_175,Normal,normal,3591.169,5762.44,32.079,269.97,-0.022,91,7,0.9231,7.0,6,-46.78,0.749,0.7627,0.7601,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.164,ve_veremi_type2_175,Normal,normal,3591.86,5730.386,32.085,272.46,0.006,101,8,0.9208,11.5,7,-54.32,0.7414,0.7583,0.749,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10884.164,ve_veremi_type2_175,Normal,normal,3593.238,5698.33,32.023,272.46,-0.062,111,9,0.9189,4.7,8,-58.23,0.7363,0.7574,0.7414,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.164,ve_veremi_type2_175,Normal,normal,3594.615,5666.295,32.028,272.46,0.005,121,10,0.9174,12.7,8,-49.67,0.7328,0.7561,0.7363,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.164,ve_veremi_type2_175,Normal,normal,3596.395,5634.267,32.046,274.81,0.019,131,11,0.916,8.7,6,-34.6,0.7238,0.756,0.7328,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.164,ve_veremi_type2_175,Normal,normal,3596.395,5634.267,32.046,274.81,0.0,132,12,0.9091,8.7,6,-50.63,0.7248,0.756,0.7238,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10887.164,ve_veremi_type2_175,Normal,normal,3599.087,5602.288,32.108,274.81,0.062,142,13,0.9085,2.5,6,-46.79,0.7256,0.7559,0.7248,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.164,ve_veremi_type2_175,Normal,normal,3601.777,5570.337,32.084,274.81,-0.024,152,14,0.9079,9.3,7,-55.05,0.7262,0.7567,0.7256,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.164,ve_veremi_type2_175,Normal,normal,3604.466,5538.385,32.057,274.81,-0.028,162,15,0.9074,13.3,5,-36.51,0.7267,0.7592,0.7262,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.164,ve_veremi_type2_175,Normal,normal,3604.466,5538.385,32.057,274.81,0.0,163,16,0.9018,13.3,5,-53.43,0.7275,0.7592,0.7267,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.164,ve_veremi_type2_175,Normal,normal,3607.156,5506.438,31.996,274.81,-0.061,173,17,0.9017,10.4,6,-40.2,0.7281,0.7644,0.7275,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.164,ve_veremi_type2_175,Normal,normal,3610.076,5474.503,32.108,277.06,0.112,183,18,0.9016,4.1,7,-32.2,0.7218,0.7729,0.7281,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.164,ve_veremi_type2_175,Normal,normal,3614.018,5442.673,32.016,277.06,-0.092,193,19,0.9016,9.2,5,-40.28,0.7241,0.774,0.7218,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.164,ve_veremi_type2_175,Normal,normal,3614.018,5442.673,32.016,277.06,0.0,194,20,0.8969,9.2,5,-54.54,0.7262,0.774,0.7241,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.164,ve_veremi_type2_175,Normal,normal,3617.959,5410.845,32.089,277.06,0.074,204,21,0.8971,3.9,7,-49.6,0.7276,0.7752,0.7262,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10894.164,ve_veremi_type2_175,Normal,normal,3621.901,5379.015,32.104,277.06,0.014,214,22,0.8972,9.0,6,-50.92,0.7286,0.7759,0.7276,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.164,ve_veremi_type2_175,Normal,normal,3625.842,5347.188,32.013,277.06,-0.091,224,23,0.8973,13.4,5,-56.62,0.7292,0.7778,0.7286,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.164,ve_veremi_type2_175,Normal,normal,3629.881,5315.365,32.064,278.3,0.051,234,24,0.8974,6.8,7,-47.07,0.7297,0.7796,0.7292,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.164,ve_veremi_type2_175,Normal,normal,3634.868,5283.686,32.055,278.95,-0.009,244,25,0.8975,1.8,5,-57.05,0.73,0.7816,0.7297,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.164,ve_veremi_type2_175,Normal,normal,3639.854,5252.017,31.995,278.95,-0.06,254,26,0.8976,10.9,6,-54.68,0.7302,0.7848,0.73,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10872.172,ve_veremi_type2_169,Normal,normal,3607.165,6056.881,27.491,263.43,0.0,1,1,0.0,5.6,2,-52.9,1.0,0.7859,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10874.172,ve_veremi_type2_169,Normal,normal,3601.127,6002.257,27.45,266.2,-0.02,21,2,0.9048,7.9,6,-30.0,0.9118,0.7796,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10875.172,ve_veremi_type2_169,Normal,normal,3599.308,5974.851,27.447,266.2,-0.003,31,3,0.9032,2.5,6,-50.94,0.857,0.7779,0.9118,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10877.172,ve_veremi_type2_169,Normal,normal,3595.945,5919.943,27.494,267.76,0.023,51,4,0.9216,3.2,6,-57.29,0.8169,0.7729,0.857,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10879.172,ve_veremi_type2_169,Normal,normal,3594.529,5864.962,27.559,269.97,0.033,71,5,0.9296,12.0,8,-39.13,0.7882,0.7697,0.8169,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10881.172,ve_veremi_type2_169,Normal,normal,3594.497,5809.966,27.471,269.97,-0.044,91,6,0.9341,1.6,8,-45.87,0.7677,0.7674,0.7882,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10883.172,ve_veremi_type2_169,Normal,normal,3594.465,5754.97,27.461,269.97,-0.005,111,7,0.9369,5.3,7,-49.74,0.753,0.7612,0.7677,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10884.172,ve_veremi_type2_169,Normal,normal,3595.287,5727.477,27.564,272.46,0.103,121,8,0.9339,8.5,8,-55.75,0.7431,0.7581,0.753,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10885.172,ve_veremi_type2_169,Normal,normal,3596.467,5699.995,27.474,272.46,-0.09,131,9,0.9313,9.2,7,-49.14,0.7363,0.7573,0.7431,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.172,ve_veremi_type2_169,Normal,normal,3597.648,5672.513,27.429,272.46,-0.045,141,10,0.9291,11.9,8,-40.44,0.7318,0.7565,0.7363,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10886.172,ve_veremi_type2_169,Normal,normal,3597.648,5672.513,27.429,272.46,0.0,142,11,0.9225,11.9,8,-51.73,0.7292,0.7565,0.7318,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10887.172,ve_veremi_type2_169,Normal,normal,3598.828,5645.037,27.466,272.46,0.037,152,12,0.9211,3.4,8,-47.2,0.7276,0.7559,0.7292,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10888.172,ve_veremi_type2_169,Normal,normal,3601.103,5617.633,27.542,274.81,0.076,162,13,0.9198,2.9,8,-46.33,0.7265,0.756,0.7276,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10889.172,ve_veremi_type2_169,Normal,normal,3603.411,5590.214,27.559,274.81,0.017,172,14,0.9186,3.4,6,-55.91,0.7259,0.7557,0.7265,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.172,ve_veremi_type2_169,Normal,normal,3605.716,5562.836,27.492,274.81,-0.067,182,15,0.9176,5.6,7,-30.0,0.7188,0.7569,0.7259,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10890.172,ve_veremi_type2_169,Normal,normal,3605.716,5562.836,27.492,274.81,0.0,183,16,0.9126,5.6,6,-53.92,0.721,0.7569,0.7188,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10891.172,ve_veremi_type2_169,Normal,normal,3608.025,5535.417,27.493,274.81,0.001,193,17,0.9119,2.2,7,-42.94,0.7226,0.7594,0.721,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10892.172,ve_veremi_type2_169,Normal,normal,3610.33,5508.031,27.457,274.81,-0.036,203,18,0.9113,12.0,6,-32.27,0.7171,0.7637,0.7226,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.172,ve_veremi_type2_169,Normal,normal,3612.637,5480.654,27.466,274.84,0.01,213,19,0.9108,12.9,7,-38.94,0.72,0.7714,0.7171,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10893.172,ve_veremi_type2_169,Normal,normal,3612.637,5480.654,27.466,274.84,0.0,214,20,0.9065,12.9,7,-46.52,0.7224,0.7714,0.72,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10894.172,ve_veremi_type2_169,Normal,normal,3616.016,5453.37,27.517,277.06,0.051,224,21,0.9062,1.9,7,-55.78,0.7241,0.7736,0.7224,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10895.172,ve_veremi_type2_169,Normal,normal,3619.395,5426.091,27.454,277.06,-0.063,234,22,0.906,8.5,5,-50.32,0.7253,0.7746,0.7241,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.172,ve_veremi_type2_169,Normal,normal,3622.773,5398.819,27.48,277.06,0.027,244,23,0.9057,7.6,7,-42.38,0.7262,0.7756,0.7253,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10896.172,ve_veremi_type2_169,Normal,normal,3622.773,5398.819,27.48,277.06,0.0,245,24,0.902,7.6,7,-58.74,0.7272,0.7756,0.7262,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.172,ve_veremi_type2_169,Normal,normal,3626.153,5371.527,27.545,277.06,0.065,255,25,0.902,14.0,6,-55.71,0.7278,0.7764,0.7272,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10898.172,ve_veremi_type2_169,Normal,normal,3629.534,5344.23,27.539,277.06,-0.007,265,26,0.9019,13.6,7,-56.42,0.7283,0.7779,0.7278,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10899.172,ve_veremi_type2_169,Normal,normal,3632.976,5316.936,27.489,277.83,-0.049,275,27,0.9018,13.1,5,-52.92,0.7287,0.7795,0.7283,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.655,ve_veremi_type2_217,Normal,normal,3645.104,5184.27,37.497,98.87,0.0,1,1,0.0,7.9,0,-45.32,1.0,0.7925,1.0,0,0,0,0,0
VeReMi,LuST_urban_low,veremi_type2,10897.655,ve_veremi_type2_217,Normal,normal,3645.104,5184.27,37.497,98.87,0.0,2,2,0.0,7.9,0,-47.65,1.0,0.7925,1.0,0,0,0,0,0
